Country and territory,Year,GDP per capita,Population (historical estimates)
BEL,2000,33719.77,10264351
BEL,2001,33923.344,10309249
BEL,2002,34419.695,10355569
BEL,2003,34588.477,10402550
BEL,2004,35740.35,10456164
BEL,2005,36338.383,10516979
BEL,2006,37051.902,10582970
BEL,2007,38082.875,10653698
BEL,2008,38117.348,10726720
BEL,2009,36998.65,10801357
BEL,2010,37739.33,10877948
BEL,2011,38130,10955742
BEL,2012,37906,11031140
BEL,2013,37737,11103260
BEL,2014,38228,11176727
BEL,2015,38569,11248306
BEL,2016,38766,11316837
BEL,2017,39352.164,11384491
BEL,2018,39756.203,11448598
BEL,2019,,11510569
BEL,2020,,11561716
BEL,2021,,11611416
BLZ,1950,,69134
BLZ,1951,,71238
BLZ,1952,,73480
BLZ,1953,,75659
BLZ,1954,,77822
BLZ,1955,,80005
BLZ,1956,,82214
BLZ,1957,,84469
BLZ,1958,,86758
BLZ,1959,,89078
BLZ,1960,,91420
BLZ,1961,,93774
BLZ,1962,,96200
BLZ,1963,,98877
BLZ,1964,,101790
BLZ,1965,,104853
BLZ,1966,,108075
BLZ,1967,,111423
BLZ,1968,,114843
BLZ,1969,,118164
BLZ,1970,,120921
BLZ,1971,,123105
BLZ,1972,,125075
BLZ,1973,,126889
BLZ,1974,,128634
BLZ,1975,,130818
BLZ,1976,,133487
BLZ,1977,,136200
BLZ,1978,,138949
BLZ,1979,,141843
BLZ,1980,,145147
BLZ,1981,,148782
BLZ,1982,,152420
BLZ,1983,,156070
BLZ,1984,,159739
BLZ,1985,,163453
BLZ,1986,,167212
BLZ,1987,,170995
BLZ,1988,,174831
BLZ,1989,,178711
BLZ,1990,,182603
BLZ,1991,,186478
BLZ,1992,,190312
BLZ,1993,,194192
BLZ,1994,,198430
BLZ,1995,,203572
BLZ,1996,,209857
BLZ,1997,,217127
BLZ,1998,,224917
BLZ,1999,,232750
BLZ,2000,,240420
BLZ,2001,,248109
BLZ,2002,,256000
BLZ,2003,,264006
BLZ,2004,,272141
BLZ,2005,,280386
BLZ,2006,,288745
BLZ,2007,,297182
BLZ,2008,,305687
BLZ,2009,,314178
BLZ,2010,,322115
BLZ,2011,,329546
BLZ,2012,,337067
BLZ,2013,,344695
BLZ,2014,,352343
BLZ,2015,,359884
BLZ,2016,,367327
BLZ,2017,,374702
BLZ,2018,,382076
BLZ,2019,,389103
BLZ,2020,,394931
BLZ,2021,,400037
BEN,1950,1627,2264457
BEN,1951,1597,2280682
BEN,1952,1565,2297837
BEN,1953,1492,2316685
BEN,1954,1505,2337371
BEN,1955,1474,2360087
BEN,1956,1444,2385284
BEN,1957,1414,2413058
BEN,1958,1435,2443408
BEN,1959,1457,2476500
BEN,1960,1468,2512290
BEN,1961,1482,2551223
BEN,1962,1400,2593309
BEN,1963,1430,2638089
BEN,1964,1492,2685626
BEN,1965,1532,2735843
BEN,1966,1549,2788645
BEN,1967,1525,2843744
BEN,1968,1545,2901225
BEN,1969,1551,2961174
BEN,1970,1543,3023443
BEN,1971,1535,3088385
BEN,1972,1640,3156412
BEN,1973,1666,3227385
BEN,1974,1733,3301277
BEN,1975,1570,3378701
BEN,1976,1548,3460331
BEN,1977,1570,3546458
BEN,1978,1519,3636937
BEN,1979,1594,3732395
BEN,1980,1691,3833947
BEN,1981,1733,3941578
BEN,1982,1862,4054390
BEN,1983,1728,4171533
BEN,1984,1809,4293077
BEN,1985,1886,4419558
BEN,1986,1867,4551384
BEN,1987,1782,4688794
BEN,1988,1780,4831628
BEN,1989,1715,4979683
BEN,1990,1811,5133429
BEN,1991,1812.4215,5293055
BEN,1992,1790.5302,5457781
BEN,1993,1791.9633,5706188
BEN,1994,1731.8033,5923401
BEN,1995,1835.5746,6046512
BEN,1996,1840.4858,6203860
BEN,1997,1867.606,6387026
BEN,1998,1862.7557,6584179
BEN,1999,1881.6971,6788596
BEN,2000,1908.9366,6998022
BEN,2001,1928.0966,7212043
BEN,2002,1934.3967,7431787
BEN,2003,1919.6151,7659211
BEN,2004,1923.7194,7894558
BEN,2005,1875.9193,8149420
BEN,2006,1870.5325,8402635
BEN,2007,1904.5496,8647761
BEN,2008,1920.3062,8906472
BEN,2009,1888.7758,9172514
BEN,2010,1854.6656,9445716
BEN,2011,1836,9726385
BEN,2012,1867,10014087
BEN,2013,1939,10308730
BEN,2014,2008,10614845
BEN,2015,2055,10932791
BEN,2016,2080,11260091
BEN,2017,2141.573,11596786
BEN,2018,2220.1765,11940688
BEN,2019,,12290443
BEN,2020,,12643121
BEN,2021,,12996901
BMU,1950,,37168
BMU,1951,,37567
BMU,1952,,37934
BMU,1953,,38317
BMU,1954,,38731
BMU,1955,,39158
BMU,1956,,39656
BMU,1957,,40220
BMU,1958,,40821
BMU,1959,,41426
BMU,1960,,42048
BMU,1961,,42909
BMU,1962,,43946
BMU,1963,,44978
BMU,1964,,46021
BMU,1965,,47095
BMU,1966,,48154
BMU,1967,,49162
BMU,1968,,50168
BMU,1969,,51158
BMU,1970,,52037
BMU,1971,,52560
BMU,1972,,52766
BMU,1973,,52946
BMU,1974,,53122
BMU,1975,,53276
BMU,1976,,53393
BMU,1977,,53457
BMU,1978,,53485
BMU,1979,,53478
BMU,1980,,53583
BMU,1981,,53930
BMU,1982,,54362
BMU,1983,,54783
BMU,1984,,55217
BMU,1985,,55632
BMU,1986,,56014
BMU,1987,,56388
BMU,1988,,56758
BMU,1989,,57133
BMU,1990,,57490
BMU,1991,,57897
BMU,1992,,58344
BMU,1993,,58763
BMU,1994,,59138
BMU,1995,,59486
BMU,1996,,59857
BMU,1997,,60248
BMU,1998,,60624
BMU,1999,,61004
BMU,2000,,61390
BMU,2001,,61785
BMU,2002,,62156
BMU,2003,,62490
BMU,2004,,62759
BMU,2005,,62980
BMU,2006,,63096
BMU,2007,,63181
BMU,2008,,63277
BMU,2009,,63375
BMU,2010,,63466
BMU,2011,,63554
BMU,2012,,63581
BMU,2013,,63527
BMU,2014,,63375
BMU,2015,,63165
BMU,2016,,63090
BMU,2017,,63295
BMU,2018,,63591
BMU,2019,,63833
BMU,2020,,64051
BMU,2021,,64213
BTN,1950,,176380
BTN,1951,,179844
BTN,1952,,183558
BTN,1953,,187490
BTN,1954,,191656
BTN,1955,,196028
BTN,1956,,200618
BTN,1957,,205440
BTN,1958,,210480
BTN,1959,,215755
BTN,1960,,221277
BTN,1961,,227083
BTN,1962,,233434
BTN,1963,,240282
BTN,1964,,247452
BTN,1965,,255024
BTN,1966,,262986
BTN,1967,,271345
BTN,1968,,280111
BTN,1969,,289310
BTN,1970,,298907
BTN,1971,,308850
BTN,1972,,319142
BTN,1973,,329807
BTN,1974,,340846
BTN,1975,,352280
BTN,1976,,364131
BTN,1977,,376398
BTN,1978,,389082
BTN,1979,,402067
BTN,1980,,415266
BTN,1981,,428649
BTN,1982,,442217
BTN,1983,,456042
BTN,1984,,470179
BTN,1985,,484531
BTN,1986,,499158
BTN,1987,,514033
BTN,1988,,529057
BTN,1989,,544217
BTN,1990,,558449
BTN,1991,,567719
BTN,1992,,545956
BTN,1993,,520840
BTN,1994,,521268
BTN,1995,,527535
BTN,1996,,537500
BTN,1997,,546873
BTN,1998,,557153
BTN,1999,,571002
BTN,2000,,587210
BTN,2001,,603243
BTN,2002,,619055
BTN,2003,,634635
BTN,2004,,649995
BTN,2005,,663332
BTN,2006,,673273
BTN,2007,,681624
BTN,2008,,689741
BTN,2009,,697682
BTN,2010,,705523
BTN,2011,,713338
BTN,2012,,721154
BTN,2013,,728898
BTN,2014,,736362
BTN,2015,,743284
BTN,2016,,749764
BTN,2017,,756130
BTN,2018,,762104
BTN,2019,,767467
BTN,2020,,772512
BTN,2021,,777500
BOL,1950,3011,3089847
BOL,1951,3209,3136898
BOL,1952,3237,3186940
BOL,1953,2869,3240447
BOL,1954,2868,3297552
BOL,1955,2954,3357924
BOL,1956,2719,3421571
BOL,1957,2573,3488300
BOL,1958,2576,3558669
BOL,1959,2511,3632170
BOL,1960,2560,3707520
BOL,1961,2555,3784750
BOL,1962,2636,3864143
BOL,1963,2742,3945728
BOL,1964,2809,4029474
BOL,1965,2879,4115514
BOL,1966,3014,4204072
BOL,1967,3127,4295273
BOL,1968,3314,4389247
BOL,1969,3379,4486107
BOL,1970,3469,4585696
BOL,1971,3513,4688273
BOL,1972,3602,4793809
BOL,1973,3757,4902250
BOL,1974,3854,5013765
BOL,1975,4010,5127783
BOL,1976,4219,5244361
BOL,1977,4289,5363918
BOL,1978,4328,5486139
BOL,1979,4227,5610389
BOL,1980,4100,5736092
BOL,1981,4060,5862996
BOL,1982,3816,5991117
BOL,1983,3585,6120628
BOL,1984,3561,6251924
BOL,1985,3476,6385634
BOL,1986,3306,6521990
BOL,1987,3330,6661432
BOL,1988,3386,6804076
BOL,1989,3408,6949147
BOL,1990,3502,7096195
BOL,1991,3610.0518,7244896
BOL,1992,3592.1367,7394417
BOL,1993,3670.2744,7544494
BOL,1994,3765.1694,7693728
BOL,1995,3865.438,7841471
BOL,1996,3959.4453,7989373
BOL,1997,4079.5378,8137627
BOL,1998,4205.6943,8286930
BOL,1999,4146.4707,8439057
BOL,2000,4173.5493,8592656
BOL,2001,4166.4917,8746087
BOL,2002,4193.755,8900591
BOL,2003,4230.3726,9057386
BOL,2004,4330.5557,9216282
BOL,2005,4445.3477,9377395
BOL,2006,4581.9023,9542663
BOL,2007,4713.448,9711155
BOL,2008,4924.032,9880593
BOL,2009,5011.3384,10051322
BOL,2010,5141.759,10223277
BOL,2011,5331,10396249
BOL,2012,5511,10569697
BOL,2013,5789,10743352
BOL,2014,6007,10916991
BOL,2015,6200,11090090
BOL,2016,6355,11263016
BOL,2017,6521.3696,11435535
BOL,2018,6695.7744,11606906
BOL,2019,,11777318
BOL,2020,,11936169
BOL,2021,,12079474
BES,1950,,7016
BES,1951,,7033
BES,1952,,7091
BES,1953,,7190
BES,1954,,7402
BES,1955,,7550
BES,1956,,7537
BES,1957,,7542
BES,1958,,7571
BES,1959,,7615
BES,1960,,7699
BES,1961,,7821
BES,1962,,7960
BES,1963,,8122
BES,1964,,8305
BES,1965,,8502
BES,1966,,8719
BES,1967,,8952
BES,1968,,9200
BES,1969,,9447
BES,1970,,9703
BES,1971,,9954
BES,1972,,10178
BES,1973,,10350
BES,1974,,10505
BES,1975,,10672
BES,1976,,10845
BES,1977,,11026
BES,1978,,11209
BES,1979,,11388
BES,1980,,11568
BES,1981,,11717
BES,1982,,11822
BES,1983,,11901
BES,1984,,11996
BES,1985,,12092
BES,1986,,12180
BES,1987,,12284
BES,1988,,12389
BES,1989,,12507
BES,1990,,12630
BES,1991,,12751
BES,1992,,12866
BES,1993,,12979
BES,1994,,13097
BES,1995,,13228
BES,1996,,13371
BES,1997,,13518
BES,1998,,13669
BES,1999,,13825
BES,2000,,13984
BES,2001,,14264
BES,2002,,14782
BES,2003,,15414
BES,2004,,16076
BES,2005,,16748
BES,2006,,17428
BES,2007,,18123
BES,2008,,18824
BES,2009,,19535
BES,2010,,20245
BES,2011,,20897
BES,2012,,21469
BES,2013,,22026
BES,2014,,22599
BES,2015,,23193
BES,2016,,23793
BES,2017,,24392
BES,2018,,24995
BES,2019,,25597
BES,2020,,26178
BES,2021,,26730
BIH,1950,,2692914
BIH,1951,,2738125
BIH,1952,1894,2787386
BIH,1953,1878,2841474
BIH,1954,1847,2899036
BIH,1955,2265,2958434
BIH,1956,1932,3018308
BIH,1957,2214,3078144
BIH,1958,2284,3138475
BIH,1959,2667,3200054
BIH,1960,2871,3262540
BIH,1961,2925,3325338
BIH,1962,2868,3387521
BIH,1963,3174,3448535
BIH,1964,3469,3507961
BIH,1965,3569,3565526
BIH,1966,3810,3620850
BIH,1967,3724,3673376
BIH,1968,3849,3723069
BIH,1969,4132,3770379
BIH,1970,4251,3815565
BIH,1971,4490,3859250
BIH,1972,4661,3901896
BIH,1973,4801,3943151
BIH,1974,5112,3983066
BIH,1975,5247,4022094
BIH,1976,5268,4060043
BIH,1977,5647,4096524
BIH,1978,5977,4131522
BIH,1979,6376,4165508
BIH,1980,6588,4199816
BIH,1981,6762,4235971
BIH,1982,6841,4274014
BIH,1983,6773,4312524
BIH,1984,6843,4349602
BIH,1985,6875,4383311
BIH,1986,7066,4413378
BIH,1987,6886,4440298
BIH,1988,6668,4463329
BIH,1989,6711,4481226
BIH,1990,5893,4494314
BIH,1991,5128.9395,4502389
BIH,1992,3830.219,4275737
BIH,1993,2831.0393,3942985
BIH,1994,3017.0012,3762334
BIH,1995,3237.3074,3750528
BIH,1996,4915.325,3907749
BIH,1997,5913.081,4047756
BIH,1998,6589.637,4115062
BIH,1999,7025.973,4153006
BIH,2000,7082.035,4179355
BIH,2001,7129.3867,4194941
BIH,2002,7391.5923,4198410
BIH,2003,7551.408,4183758
BIH,2004,7857.3784,4142858
BIH,2005,8057.6826,4094297
BIH,2006,8410.801,4058086
BIH,2007,8811.861,4007877
BIH,2008,9199.262,3943390
BIH,2009,9018.506,3877755
BIH,2010,8982.458,3811093
BIH,2011,8961,3743143
BIH,2012,8873,3674376
BIH,2013,9093,3617564
BIH,2014,9201,3571070
BIH,2015,9495,3524328
BIH,2016,9746,3480985
BIH,2017,10069.235,3440025
BIH,2018,10460.5205,3400132
BIH,2019,,3360718
BIH,2020,,3318410
BIH,2021,,3270948
BWA,1950,489,413489
BWA,1951,497,422896
BWA,1952,504,432601
BWA,1953,513,442494
BWA,1954,521,452270
BWA,1955,529,461892
BWA,1956,537,471467
BWA,1957,544,481230
BWA,1958,550,491312
BWA,1959,559,501837
BWA,1960,564,512874
BWA,1961,575,524413
BWA,1962,582,536436
BWA,1963,591,549046
BWA,1964,604,562288
BWA,1965,612,570984
BWA,1966,663,574860
BWA,1967,719,578731
BWA,1968,781,582661
BWA,1969,843,586748
BWA,1970,907,592254
BWA,1971,1113,604146
BWA,1972,1361,626618
BWA,1973,1589,657255
BWA,1974,1656,691577
BWA,1975,1712,727933
BWA,1976,1801,766429
BWA,1977,1889,806972
BWA,1978,2005,849404
BWA,1979,2184,893509
BWA,1980,2348,938582
BWA,1981,2528,982753
BWA,1982,2640,1023019
BWA,1983,2848,1060729
BWA,1984,3124,1099177
BWA,1985,3301,1138713
BWA,1986,3432,1179266
BWA,1987,3601,1220365
BWA,1988,3920,1261276
BWA,1989,5066,1301681
BWA,1990,5267,1341480
BWA,1991,5616.011,1380593
BWA,1992,5733.63,1420696
BWA,1993,5787.1143,1462267
BWA,1994,5946.4272,1503551
BWA,1995,6318.4766,1543641
BWA,1996,6647.7676,1582175
BWA,1997,7152.1475,1619358
BWA,1998,7185.2725,1655707
BWA,1999,7876.1387,1691561
BWA,2000,8044.142,1726992
BWA,2001,8082.8237,1761940
BWA,2002,8604.067,1795137
BWA,2003,9042.52,1826866
BWA,2004,9329.509,1859087
BWA,2005,9798.087,1892819
BWA,2006,10665.68,1928714
BWA,2007,11602.068,1966980
BWA,2008,12385.149,2007322
BWA,2009,11494.757,2048997
BWA,2010,12544.728,2091666
BWA,2011,13376,2134043
BWA,2012,13743,2175429
BWA,2013,14853,2217285
BWA,2014,15082,2260383
BWA,2015,14805,2305177
BWA,2016,15198,2352419
BWA,2017,15397.43,2401848
BWA,2018,15842.13,2451411
BWA,2019,,2499705
BWA,2020,,2546404
BWA,2021,,2588424
BRA,1950,2236,53955360
BRA,1951,2279,55591060
BRA,1952,2377,57283340
BRA,1953,2418,59025680
BRA,1954,2531,60827596
BRA,1955,2675,62701036
BRA,1956,2672,64644888
BRA,1957,2793,66660892
BRA,1958,3005,68735928
BRA,1959,3201,70880824
BRA,1960,3398,73092520
BRA,1961,3585,75330008
BRA,1962,3711,77599224
BRA,1963,3623,79915560
BRA,1964,3637,82262800
BRA,1965,3617,84623752
BRA,1966,3747,86979288
BRA,1967,3795,89323288
BRA,1968,4050,91659248
BRA,1969,4313,94000384
BRA,1970,4635,96369888
BRA,1971,5024,98766288
BRA,1972,5480,101194392
BRA,1973,6086,103666904
BRA,1974,6416,106167376
BRA,1975,6582,108700512
BRA,1976,7079,111286504
BRA,1977,7248,113939888
BRA,1978,7425,116664384
BRA,1979,7736,119447304
BRA,1980,8249,122288384
BRA,1981,7709,125168064
BRA,1982,7587,128065104
BRA,1983,7203,130977376
BRA,1984,7438,133888776
BRA,1985,7862,136783184
BRA,1986,8281,139643360
BRA,1987,8402,142466272
BRA,1988,8230,145253984
BRA,1989,8333,148003424
BRA,1990,7842,150706448
